2005-01-01,2005,1,1,2005,2,3,1,January,1,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-02,2005,1,1,2005,2,3,1,January,2,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-03,2005,1,1,2005,2,3,1,January,2,3,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-04,2005,1,1,2005,2,3,1,January,2,4,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-05,2005,1,1,2005,2,3,1,January,2,5,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-06,2005,1,1,2005,2,3,1,January,2,6,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-07,2005,1,1,2005,2,3,1,January,2,7,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-08,2005,1,1,2005,2,3,1,January,2,8,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-09,2005,1,1,2005,2,3,1,January,3,9,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-10,2005,1,1,2005,2,3,1,January,3,10,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-11,2005,1,1,2005,2,3,1,January,3,11,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-12,2005,1,1,2005,2,3,1,January,3,12,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-13,2005,1,1,2005,2,3,1,January,3,13,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-14,2005,1,1,2005,2,3,1,January,3,14,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-15,2005,1,1,2005,2,3,1,January,3,15,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-16,2005,1,1,2005,2,3,1,January,4,16,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-17,2005,1,1,2005,2,3,1,January,4,17,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-18,2005,1,1,2005,2,3,1,January,4,18,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-19,2005,1,1,2005,2,3,1,January,4,19,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-20,2005,1,1,2005,2,3,1,January,4,20,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-21,2005,1,1,2005,2,3,1,January,4,21,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-22,2005,1,1,2005,2,3,1,January,4,22,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-23,2005,1,1,2005,2,3,1,January,5,23,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-24,2005,1,1,2005,2,3,1,January,5,24,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-25,2005,1,1,2005,2,3,1,January,5,25,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-26,2005,1,1,2005,2,3,1,January,5,26,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-27,2005,1,1,2005,2,3,1,January,5,27,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-28,2005,1,1,2005,2,3,1,January,5,28,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-29,2005,1,1,2005,2,3,1,January,5,29,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-30,2005,1,1,2005,2,3,1,January,6,30,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-01-31,2005,1,1,2005,2,3,1,January,6,31,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-01,2005,1,1,2005,2,3,2,February,6,32,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-02,2005,1,1,2005,2,3,2,February,6,33,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-03,2005,1,1,2005,2,3,2,February,6,34,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-04,2005,1,1,2005,2,3,2,February,6,35,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-05,2005,1,1,2005,2,3,2,February,6,36,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-06,2005,1,1,2005,2,3,2,February,7,37,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-07,2005,1,1,2005,2,3,2,February,7,38,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-08,2005,1,1,2005,2,3,2,February,7,39,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-09,2005,1,1,2005,2,3,2,February,7,40,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-10,2005,1,1,2005,2,3,2,February,7,41,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-11,2005,1,1,2005,2,3,2,February,7,42,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-12,2005,1,1,2005,2,3,2,February,7,43,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-13,2005,1,1,2005,2,3,2,February,8,44,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-14,2005,1,1,2005,2,3,2,February,8,45,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-15,2005,1,1,2005,2,3,2,February,8,46,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-16,2005,1,1,2005,2,3,2,February,8,47,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-17,2005,1,1,2005,2,3,2,February,8,48,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-18,2005,1,1,2005,2,3,2,February,8,49,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-19,2005,1,1,2005,2,3,2,February,8,50,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-20,2005,1,1,2005,2,3,2,February,9,51,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-21,2005,1,1,2005,2,3,2,February,9,52,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-22,2005,1,1,2005,2,3,2,February,9,53,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-23,2005,1,1,2005,2,3,2,February,9,54,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-24,2005,1,1,2005,2,3,2,February,9,55,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-25,2005,1,1,2005,2,3,2,February,9,56,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-26,2005,1,1,2005,2,3,2,February,9,57,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-27,2005,1,1,2005,2,3,2,February,10,58,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-02-28,2005,1,1,2005,2,3,2,February,10,59,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-03-01,2005,1,1,2005,2,3,3,March,10,60,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-03-02,2005,1,1,2005,2,3,3,March,10,61,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-03-03,2005,1,1,2005,2,3,3,March,10,62,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-03-04,2005,1,1,2005,2,3,3,March,10,63,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-03-05,2005,1,1,2005,2,3,3,March,10,64,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-03-06,2005,1,1,2005,2,3,3,March,11,65,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-03-07,2005,1,1,2005,2,3,3,March,11,66,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-03-08,2005,1,1,2005,2,3,3,March,11,67,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
2005-03-09,2005,1,1,2005,2,3,3,March,11,68,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0
